,animal_id,intake_datetime,found_address,found_city,found_state,intake_type,intake_condition,sex,birthday,age_years,age_months,age_days,mixed_breed,primary_breed,secondary_breed,primary_color,secondary_color,name
303,A826250,2020-11-23 11:25:00,208 North Pace Bend,Travis,TX,Stray,Injured,Male,2018-11-23 11:25:00,2,0,18,False,German Shepherd,None,White,Brown,Strider
304,A810805,2019-12-20 18:35:00,10001 Burleson Road,Austin,TX,Stray,Normal,Male,2017-12-20 18:35:00,2,11,20,True,Beagle,Mix,Tan,None,Buddy
305,A826152,2020-11-20 11:12:00,4604 South 1St,Austin,TX,Stray,Normal,Male,2018-11-20 11:12:00,2,0,21,True,Labrador Retriever,Border Collie,Black,White,Wally
306,A826276,2020-11-23 14:49:00,7203 Brodie Lane,Austin,TX,Stray,Normal,Male,2014-11-23 14:49:00,6,0,18,True,Boxer,Mix,White,Brown,Sport
307,A826322,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Male,2018-11-24 14:40:00,2,0,17,False,German Shepherd,None,Brown,Black,Hopper
308,A826354,2020-11-25 13:31:00,6209 Thurgood Avenue,Austin,TX,Owner Surrender,Behavior,Male,2020-04-25 13:31:00,0,7,16,True,Treeing Walker Coonhound,Mix,Tricolor,None,Kiko
309,A825658,2020-11-23 11:53:00,2705 Northeast Drive,Austin,TX,Owner Surrender,Normal,Male,2019-11-23 11:53:00,1,0,18,True,Chihuahua Shorthair,Mix,Black,White,Squeaky
310,A824438,2020-10-14 14:24:00,14946 Swiss Drive,Travis,TX,Stray,Sick,Female,2012-10-14 14:24:00,8,1,27,False,German Shepherd,None,Tan,Black,Rose
311,A826166,2020-11-20 14:48:00,1433 Bradbury Lane,Austin,TX,Stray,Normal,Female,2018-11-20 14:48:00,2,0,21,False,German Shepherd,None,Black,Brown,Ophelia
312,A826402,2020-11-26 14:56:00,4507 Aristocrat Drive,Austin,TX,Stray,Injured,Male,2018-11-26 14:56:00,2,0,15,True,Chihuahua Shorthair,Mix,Tricolor,None,None
313,A826391,2020-11-25 17:15:00,Red Trails Drive And Hunters Bend,Austin,TX,Stray,Normal,Male,2019-11-25 17:15:00,1,0,15,True,Miniature Schnauzer,Mix,Black,None,None
314,A826389,2020-11-25 17:15:00,Red Trails Drive And Hunters Bend,Austin,TX,Stray,Normal,Female,2019-11-25 17:15:00,1,0,15,True,Miniature Schnauzer,Mix,Black,None,None
315,A825969,2020-11-16 18:26:00,1157 Salina Street,Austin,TX,Stray,Normal,Female,2015-11-16 18:26:00,5,0,24,True,Boxer,Mix,Brown,White,Janie
316,A826388,2020-11-25 16:08:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-11-25 16:08:00,2,0,16,False,Pit Bull,None,Fawn,White,Dart
317,A826384,2020-11-25 15:38:00,13805 Briarcreek Loop,Travis,TX,Stray,Normal,Female,2017-11-25 15:38:00,3,0,16,False,Labrador Retriever,None,Chocolate,None,None
318,A772728,2020-11-25 15:40:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-11-25 15:40:00,5,0,16,True,Pit Bull,Mix,Blue,White,Luna
319,A822648,2020-09-07 14:45:00,305 E Yager Ln,Austin,TX,Stray,Normal,Male,2018-09-07 14:45:00,2,3,4,False,Labrador Retriever,None,Brown,None,Julius
320,A826311,2020-11-24 10:53:00,None,Austin,TX,Owner Surrender,Normal,Male,2017-11-24 10:53:00,3,0,17,True,Australian Kelpie,Mix,Brown,Black,Charlie
321,A826371,2020-11-25 13:32:00,Palo Blanco,Austin,TX,Stray,Normal,Female,2017-11-25 13:32:00,3,0,16,False,Yorkshire Terrier,None,Tan,Black,None
322,A826349,2020-11-25 10:39:00,2302 East William Cannon Drive,Austin,TX,Stray,Normal,Female,2018-11-25 10:39:00,2,0,16,False,Chihuahua Shorthair,None,Tan,None,None
323,A826356,2020-11-25 11:12:00,5804 South Congress Avenue,Austin,TX,Stray,Nursing,Female,2015-11-25 11:12:00,5,0,16,False,German Shepherd,None,Black,Brown,None
324,A826347,2020-11-25 09:48:00,Lindell Avenue And Barlett Street,Austin,TX,Stray,Normal,Male,2019-11-25 09:48:00,1,0,16,True,Pit Bull,Mix,White,Brown,None
325,A807930,2020-11-25 13:19:00,Ponca And Vargas,Austin,TX,Stray,Normal,Male,2019-11-25 13:19:00,1,0,16,False,Pit Bull,None,Blue,White,Tobby
326,A819304,2020-06-25 14:13:00,6901 Wentworth Dr,Austin,TX,Stray,Sick,Male,2018-06-25 14:13:00,2,5,16,True,Pointer,Mix,Black,White,Oslo
327,A825712,2020-11-10 10:57:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-11-10 10:57:00,2,1,1,True,Treeing Cur,Mix,Brown,White,Blu
328,A825731,2020-11-10 14:14:00,11213 Metric Boulevard,Austin,TX,Owner Surrender,Normal,Male,2020-02-10 14:14:00,0,10,1,True,Rottweiler,Mix,Black,Tan,Higol
329,A819304,2020-11-25 12:03:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-11-25 12:03:00,2,0,16,True,Pointer,Mix,Black,White,Oslo
330,A826337,2020-11-24 17:07:00,Nogales,Austin,TX,Stray,Normal,Female,2018-11-24 17:07:00,2,0,16,False,German Shepherd,None,Tan,Black,Nova
331,A826332,2020-11-24 15:32:00,Loyola,Austin,TX,Stray,Nursing,Male,2020-10-24 15:32:00,0,1,17,True,Dachshund,Mix,White,Brown,None
332,A826328,2020-11-24 15:32:00,Loyola,Austin,TX,Stray,Nursing,Female,2020-10-24 15:32:00,0,1,17,True,Dachshund,Mix,Brown,White,None
333,A826324,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Female,2018-11-24 14:40:00,2,0,17,False,Australian Cattle Dog,None,White,Brown,None
334,A826326,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Female,2020-01-24 14:40:00,0,10,17,False,Border Collie,None,White,Brown,None
335,A825796,2020-11-12 15:28:00,7603 Oak Hedge Place,Austin,TX,Stray,Normal,Male,2018-11-12 15:28:00,2,0,29,True,Black Mouth Cur,Mix,Red,None,Axel
336,A655155,2020-11-24 13:22:00,None,Austin,TX,Stray,Injured,Male,2010-11-24 13:22:00,10,0,17,True,Chihuahua Shorthair,Mix,Tan,White,Kiwi
337,A815423,2020-03-15 15:01:00,None,Austin,TX,Owner Surrender,Normal,Male,2020-02-15 15:01:00,0,9,26,False,Chihuahua Shorthair,None,Tricolor,None,Buster
338,A815424,2020-03-15 15:01:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-02-15 15:01:00,0,9,26,False,Chihuahua Shorthair,None,Tricolor,None,Sky
339,A821201,2020-11-24 13:19:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-11-24 13:19:00,1,0,17,True,Smooth Fox Terrier,Mix,White,Blue Merle,Prince
340,A826315,2020-11-24 11:58:00,8220 Research,Austin,TX,Stray,Normal,Female,2015-11-24 11:58:00,5,0,17,True,Plott Hound,Mix,Brown Brindle,White,Harper
341,A824008,2020-11-24 12:43:00,None,Travis,TX,Owner Surrender,Normal,Male,2017-11-24 12:43:00,3,0,17,True,Border Collie,Mix,Red,White,Max
342,A826168,2020-11-20 16:27:00,6301 West Slaughter Lane,Austin,TX,Abandoned,Normal,Female,2019-11-20 16:27:00,1,0,21,False,Siberian Husky,None,Brown,White,Yuna
343,A826307,2020-11-24 09:54:00,None,Austin,TX,Owner Surrender,Normal,Female,2019-11-24 09:54:00,1,0,17,True,Beagle,Mix,Brown,White,Firefly
344,A825895,2020-11-15 08:31:00,Old Lockhart And Elm Grove,Travis,TX,Stray,Injured,Male,2020-01-15 08:31:00,0,10,26,False,Great Pyrenees,None,White,None,Marty
345,A825988,2020-11-17 12:22:00,Martin Luther King Jr And 183,Austin,TX,Stray,Sick,Female,2020-05-17 12:22:00,0,6,24,False,Great Pyrenees,None,White,None,Ruby
346,A825915,2020-11-15 15:46:00,124 West Anderson Lane,Austin,TX,Stray,Normal,Male,2018-11-15 15:46:00,2,0,26,False,Pit Bull,None,Brown,Gray,Waluigi
347,A826303,2020-11-24 07:45:00,Lamar And Bluestein,Austin,TX,Stray,Injured,Male,2018-11-24 07:45:00,2,0,17,True,Chihuahua Shorthair,Dachshund,Brown,None,None
348,A826290,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,1,9,False,Labrador Retriever,None,Brown Brindle,White,None
349,A826014,2020-11-17 16:01:00,4501 Depew Ave,Austin,TX,Stray,Normal,Male,2018-11-17 16:01:00,2,0,24,True,Pit Bull,Labrador Retriever,Black,None,Bartleby
350,A825297,2020-11-01 10:14:00,10564 Becker Lane,Travis,TX,Stray,Sick,Female,2020-09-01 10:14:00,0,3,10,True,Australian Shepherd,Border Collie,White,Black,Taro
351,A826285,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,1,9,False,Labrador Retriever,None,Tricolor,None,None
352,A825297,2020-11-19 13:34:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Female,2020-09-19 13:34:00,0,2,22,True,Australian Shepherd,Border Collie,White,Black,Taro
353,A826228,2020-11-22 17:51:00,Tx 45 And Fm 1625,Travis,TX,Stray,Normal,Male,2019-11-22 17:51:00,1,0,18,False,Great Pyrenees,None,White,None,Snowball
354,A825694,2020-11-09 16:25:00,5105 Pepper Lane,Austin,TX,Stray,Sick,Male,2020-03-09 16:25:00,0,9,2,True,Australian Cattle Dog,Mix,White,Tan,Willikins
355,A826248,2020-11-23 11:10:00,None,Austin,TX,Owner Surrender,Sick,Male,2020-11-09 11:10:00,0,1,2,True,German Shepherd,Mix,Tricolor,None,None
356,A825925,2020-11-16 08:37:00,13601 Sea Biscuit Drive,Travis,TX,Owner Surrender,Normal,Female,2018-11-16 08:37:00,2,0,25,False,American Staffordshire Terrier,None,Gray,White,Bluebonnet
357,A825744,2020-11-22 14:47:00,None,Pflugerville,TX,Owner Surrender,Normal,Male,2020-08-22 14:47:00,0,3,19,True,Pit Bull,Mix,Brown Brindle,White,Karwan
358,A826244,2020-11-23 10:49:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-01-23 10:49:00,0,10,18,False,Great Pyrenees,None,White,Brown,Ranger
359,A825744,2020-11-10 18:05:00,10501 North Ih 35,Austin,TX,Stray,Normal,Male,2020-08-10 18:05:00,0,4,0,True,Pit Bull,Mix,Brown Brindle,White,Karwan
360,A826205,2020-11-21 17:50:00,None,Austin,TX,Owner Surrender,Aged,Female,2010-11-21 17:50:00,10,0,19,False,Chihuahua Longhair,None,Brown Brindle,None,Cookie
361,A825963,2020-11-16 17:07:00,Warrington Drive And Applegate,Austin,TX,Stray,Normal,Male,2019-11-16 17:07:00,1,0,24,False,Chihuahua Shorthair,None,Tricolor,None,Bashi
362,A826216,2020-11-22 11:47:00,Watson And Morrow Street,Austin,TX,Stray,Normal,Female,2017-11-22 11:47:00,3,0,19,True,Staffordshire,Mix,Black,None,Athena
363,A826230,2020-11-22 20:08:00,5300 Jimmy Clay Dr,Austin,TX,Stray,Normal,Male,2020-09-22 20:08:00,0,2,18,True,English Springer Spaniel,Mix,Tan,None,None
364,A826201,2020-11-21 14:56:00,7605 Crystalbrook Cove,Austin,TX,Stray,Normal,Female,2019-11-21 14:56:00,1,0,20,False,Chihuahua Shorthair,None,Brown,None,Weda
365,A826194,2020-11-21 12:34:00,4507 Felicity Lane,Austin,TX,Stray,Injured,Male,2018-11-21 12:34:00,2,0,20,False,Chihuahua Shorthair,None,Brown,None,None
366,A826141,2020-11-20 08:17:00,Stassney Lane And Palo Blanco,Austin,TX,Stray,Injured,Male,2018-11-20 08:17:00,2,0,21,True,Pit Bull,Mix,Brown,White,None
367,A826163,2020-11-20 13:19:00,9007 Hobby Lane,Jonestown,TX,Owner Surrender,Normal,Male,2014-11-20 13:19:00,6,0,21,True,Catahoula,Mix,Brown,White,Pancho Villa
368,A826180,2020-11-21 15:47:00,3004 Kenner Drive,Austin,TX,Owner Surrender,Normal,Male,2017-11-21 15:47:00,3,0,20,True,Australian Shepherd,Mix,Black,Tricolor,Titus
369,A826210,2020-11-22 08:13:00,11900 Garden Grove Drive,Travis,TX,Stray,Sick,Male,2020-10-22 08:13:00,0,1,19,True,Labrador Retriever,Collie Rough,Black,None,None
370,A825853,2020-11-13 16:17:00,Spring Fever Trail,Austin,TX,Stray,Normal,Female,2018-11-13 16:17:00,2,0,28,True,Basset Hound,Mix,Black,Brown,Darla Jane
371,A826169,2020-11-20 15:57:00,8407 Coulver Road,Travis,TX,Stray,Normal,Male,2020-02-20 15:57:00,0,9,21,True,Rhod Ridgeback,Mix,Brown,White,Chango
372,A825203,2020-10-29 18:36:00,None,Austin,TX,Owner Surrender,Normal,Male,2015-10-29 18:36:00,5,1,11,False,Pit Bull,None,Blue,White,Niño
373,A826215,2020-11-22 11:34:00,None,Austin,TX,Stray,Normal,Male,2017-11-22 11:34:00,3,0,19,True,German Shepherd,Mix,Black,Tricolor,None
374,A786269,2020-11-21 15:56:00,None,Travis,TX,Public Assist,Normal,Male,2018-11-21 15:56:00,2,0,20,True,Labrador Retriever,Mix,Chocolate,White,Sully
375,A825920,2020-11-15 17:24:00,14707 Reynero,Travis,TX,Stray,Normal,Female,2020-10-15 17:24:00,0,1,25,True,Australian Cattle Dog,Mix,Red Tick,White,Sandy
376,A826004,2020-11-17 15:12:00,12102 Clickett Cove,Austin,TX,Stray,Nursing,Female,2018-11-17 15:12:00,2,0,24,True,Labrador Retriever,Mix,Tricolor,None,Jenny
377,A826193,2020-11-21 11:51:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-09-21 11:51:00,0,2,20,False,Labrador Retriever,None,Brown,None,None
378,A826192,2020-11-21 11:51:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-09-21 11:51:00,0,2,20,False,Labrador Retriever,None,Brown,Black,None
379,A826191,2020-11-21 11:51:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-09-21 11:51:00,0,2,20,False,Labrador Retriever,None,Black,White,None
380,A825080,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Black,Tan,Gravy
381,A825079,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Brown,White,Mashed Potato
382,A825077,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Brown,None,Green Bean
383,A825078,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Brown,White,Cornbread
384,A825082,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Female,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Black,Tan,Cranberry
385,A826170,2020-11-20 16:50:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-11-20 16:50:00,1,0,21,True,Dachshund,Pbgv,White,None,None
386,A826172,2020-11-20 17:40:00,2410 East Riverside,Austin,TX,Stray,Normal,Female,2020-07-20 17:40:00,0,4,20,True,Labrador Retriever,Mix,Black,White,None
387,A826171,2020-11-20 17:13:00,None,Austin,TX,Owner Surrender,Aged,Male,2005-11-20 17:13:00,15,0,20,False,Chihuahua Shorthair,None,Black,Tan,Forest
388,A822132,2020-09-22 12:11:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-09-22 12:11:00,2,2,19,True,Great Pyrenees,Mix,Cream,None,Susi
389,A822132,2020-08-27 10:58:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-08-27 10:58:00,2,3,14,True,Great Pyrenees,Mix,Cream,None,Susi
390,A822132,2020-10-01 14:01:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-10-01 14:01:00,2,2,10,True,Great Pyrenees,Mix,Cream,None,Susi
391,A824357,2020-11-20 16:51:00,None,Manor,TX,Owner Surrender,Normal,Male,2018-11-20 16:51:00,2,0,21,True,Pit Bull,Mix,Brown,None,Kobe
392,A826090,2020-11-19 10:10:00,2813 Mablo Ridge Drive,Travis,TX,Stray,Normal,Male,2018-11-19 10:10:00,2,0,22,False,Shih Tzu,None,Black,White,Ramon
393,A825706,2020-11-10 09:47:00,8400 Finial Drive,Travis,TX,Public Assist,Normal,Female,2015-11-10 09:47:00,5,1,1,True,Labrador Retriever,Mix,Tan,None,Babs
394,A826091,2020-11-19 10:10:00,2813 Mablo Ridge Drive,Travis,TX,Stray,Normal,Male,2020-04-19 10:10:00,0,7,22,True,Chihuahua Longhair,Mix,Black,White,Bobby
395,A825906,2020-11-15 10:44:00,10608 Plains Trail,Austin,TX,Stray,Normal,Female,2009-11-15 10:44:00,11,0,26,False,Chihuahua Shorthair,None,Black,White,Clove
396,A822113,2020-08-26 16:55:00,None,Travis,TX,Owner Surrender,Normal,Female,2016-08-26 16:55:00,4,3,15,True,Black Mouth Cur,Mix,Tan,None,Leia
397,A825200,2020-10-29 17:29:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-10-29 17:29:00,2,1,11,True,Pit Bull,Mix,Brown Brindle,White,Manchas
398,A785481,2020-08-20 12:30:00,None,Austin,TX,Owner Surrender,Normal,Male,2017-08-20 12:30:00,3,3,21,False,Black Mouth Cur,None,Brown,None,Brady
399,A722781,2016-03-22 11:21:00,None,Austin,TX,Owner Surrender,Normal,Female,2016-02-22 11:21:00,4,9,19,True,Pit Bull,Mix,White,Brown,Luna
400,A824647,2020-10-19 12:56:00,6107 Diamondleaf Bend,Travis,TX,Stray,Normal,Male,2018-10-19 12:56:00,2,1,22,True,German Shepherd,Mix,Black,Tan,Jenson
401,A761565,2017-11-06 18:43:00,11906 Bronco Circle,Austin,TX,Stray,Normal,Female,2017-11-06 18:43:00,3,1,4,True,Black,Tan Hound,Black,Tricolor,Xena
402,A825660,2020-11-08 17:53:00,5200 Ross Road,Travis,TX,Stray,Injured,Male,2020-04-08 17:53:00,0,8,2,True,Labrador Retriever,Mix,Fawn,White,Bingo
403,A722781,2020-11-13 15:01:00,None,Austin,TX,Owner Surrender,Normal,Female,2016-11-13 15:01:00,4,0,28,True,Pit Bull,Mix,White,Brown,Luna
404,A761565,2020-11-10 17:06:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-11-10 17:06:00,3,1,0,True,Black,Tan Hound,Black,Tricolor,Xena
405,A785481,2018-12-05 17:08:00,None,Austin,TX,Public Assist,Normal,Male,2016-12-05 17:08:00,4,0,5,False,Black Mouth Cur,None,Brown,None,Brady
406,A826159,2020-11-20 12:32:00,None,Austin,TX,Owner Surrender,Sick,Female,2014-11-20 12:32:00,6,0,21,False,Chihuahua Shorthair,None,White,None,Little
407,A826067,2020-11-20 11:46:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-11-20 11:46:00,1,0,21,False,Dachshund Wirehair,None,Black,Tan,Bear Bear
408,A826153,2020-11-20 11:12:00,4604 South 1St,Austin,TX,Stray,Normal,Female,2018-11-20 11:12:00,2,0,21,True,Beagle,Mix,Black,White,None
409,A826115,2020-11-19 13:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-09-19 13:14:00,0,2,22,True,Great Pyrenees,Labrador Retriever,Black,White,None
410,A825964,2020-11-16 17:16:00,7112 Ed Bluestein,Austin,TX,Stray,Normal,Male,2020-03-16 17:16:00,0,8,24,True,Boxer,Mix,Brown,White,Zee
411,A825863,2020-11-19 19:15:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-03-19 19:15:00,0,8,21,True,Labrador Retriever,Mix,Brown,White,Poppet
412,A825863,2020-11-14 08:36:00,15204 Eilers Road,Travis,TX,Stray,Normal,Female,2020-03-14 08:36:00,0,8,27,True,Labrador Retriever,Mix,Brown,White,Poppet
413,A825862,2020-11-14 08:36:00,15204 Eilers Road,Travis,TX,Stray,Normal,Male,2020-03-14 08:36:00,0,8,27,True,Labrador Retriever,Mix,Brown,White,Pickles
414,A825846,2020-11-13 13:54:00,East Pheasant Drive And Oriole Drive,Austin,TX,Stray,Normal,Female,2019-11-13 13:54:00,1,0,28,True,Plott Hound,Mix,Brown Brindle,White,Lena
415,A826098,2020-11-19 11:04:00,513 Vargas Road,Austin,TX,Stray,Normal,Female,2020-10-19 11:04:00,0,1,22,True,German Shepherd,Mix,Black,Brown,Turkey
416,A826100,2020-11-19 11:04:00,513 Vargas Road,Austin,TX,Stray,Normal,Female,2020-10-19 11:04:00,0,1,22,True,German Shepherd,Mix,Black,Brown,Pumpkin Pie
417,A826099,2020-11-19 11:04:00,513 Vargas Road,Austin,TX,Stray,Normal,Female,2020-10-19 11:04:00,0,1,22,True,German Shepherd,Mix,Black,Brown,Ham
418,A826087,2020-11-19 09:46:00,15705 Pearce Lane,Travis,TX,Owner Surrender,Sick,Female,2020-10-22 09:46:00,0,1,19,False,Unknown,None,Black,None,Bertha
419,A825700,2020-11-19 19:15:00,None,Austin,TX,Owner Surrender,Normal,Male,2020-08-19 19:15:00,0,3,21,True,Plott Hound,Mix,Brown Brindle,White,None
420,A826035,2020-11-18 09:41:00,12161 Abbey Glen Ln,Austin,TX,Stray,Normal,Male,2018-11-18 09:41:00,2,0,23,False,Chihuahua Longhair,None,Black,Brown,Chewy
421,A764206,2020-11-19 11:40:00,None,Austin,TX,Owner Surrender,Normal,Male,2017-11-19 11:40:00,3,0,22,False,Siberian Husky,None,Black,Gray,Hachi
422,A826003,2020-11-17 13:53:00,Cherry Hollow,Travis,TX,Stray,Normal,Male,2014-11-17 13:53:00,6,0,24,False,Yorkshire Terrier,None,Brown,None,Peter
423,A825076,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Female,2018-10-27 14:56:00,2,1,14,True,Australian Kelpie,Siberian Husky,Brown Brindle,White,Violet
424,A826112,2020-11-19 13:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-09-19 13:14:00,0,2,22,True,Great Pyrenees,Labrador Retriever,White,None,None
425,A826118,2020-11-19 13:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-09-19 13:14:00,0,2,22,True,Great Pyrenees,Labrador Retriever,Tan,White,None
426,A825298,2020-11-19 13:34:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Male,2020-09-19 13:34:00,0,2,22,True,Australian Shepherd,Border Collie,White,Brown,Comet
427,A826102,2020-11-19 11:13:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-11-19 11:13:00,2,0,22,True,Siberian Husky,Mix,Black,Tricolor,Sasha
428,A825899,2020-11-15 09:39:00,6113 Club Terrace,Austin,TX,Stray,Normal,Female,2008-11-15 09:39:00,12,0,26,False,Chihuahua Shorthair,None,Brown Brindle,None,Princess
429,A809193,2020-11-19 11:46:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-11-19 11:46:00,5,0,22,False,Pit Bull,None,Brown Brindle,White,Pepper
430,A825851,2020-11-13 15:11:00,Alemoor Drive,Austin,TX,Stray,Normal,Female,2018-11-13 15:11:00,2,0,28,True,Siberian Husky,Mix,Tricolor,None,Zelda
431,A825908,2020-11-15 13:46:00,Koenig Lane,Austin,TX,Stray,Normal,Male,2019-11-15 13:46:00,1,0,26,False,Chihuahua Shorthair,None,Tan,None,Geordi
432,A826052,2020-11-18 12:42:00,Tudor House And Wells Branch,Travis,TX,Stray,Normal,Female,2020-06-18 12:42:00,0,5,23,False,Labrador Retriever,None,Brown,White,None
433,A784348,2020-12-04 15:17:00,None,Travis,TX,Owner Surrender,Normal,Male,2018-12-04 15:17:00,2,0,7,True,Labrador Retriever,Pit Bull,Brown,White,Charley
434,A826531,2020-11-30 16:53:00,Camacho And Berkman,Austin,TX,Stray,Normal,Male,2018-11-30 16:53:00,2,0,11,False,Pit Bull,None,Black,None,Truyo
435,A826459,2020-11-29 11:22:00,9603 Chukar Circle,Austin,TX,Stray,Normal,Male,2019-11-29 11:22:00,1,0,12,False,Alaskan Husky,None,Brown,White,Floofer
436,A826507,2020-11-30 12:08:00,8102 Dampton Lane,Austin,TX,Stray,Normal,Male,2018-11-30 12:08:00,2,0,11,False,Pit Bull,None,Brown Merle,White,Olvo
437,A814641,2020-03-03 11:31:00,2009 Blue Meadow Drive,Austin,TX,Owner Surrender,Normal,Male,2020-02-03 11:31:00,0,10,8,True,Australian Shepherd,Mix,Black,White,Kodi
438,A814639,2020-03-03 11:31:00,2009 Blue Meadow Drive,Austin,TX,Owner Surrender,Normal,Male,2020-02-03 11:31:00,0,10,8,True,Australian Shepherd,Mix,Black,White,Bowie
439,A814723,2020-12-04 13:25:00,None,Austin,TX,Owner Surrender,Normal,Female,2019-12-04 13:25:00,1,0,7,False,Pit Bull,None,Black Brindle,None,Boba
440,A825492,2020-12-04 12:40:00,None,Manor,TX,Owner Surrender,Normal,Female,2020-11-04 12:40:00,0,1,7,True,Labrador Retriever,Mix,Black,None,Luna
441,A826339,2020-11-24 17:25:00,West Live Oak Street,Austin,TX,Stray,Normal,Male,2018-11-24 17:25:00,2,0,16,False,Pit Bull,None,Fawn,White,Koji
442,A814642,2020-03-03 11:31:00,2009 Blue Meadow Drive,Austin,TX,Owner Surrender,Normal,Male,2020-02-03 11:31:00,0,10,8,True,Australian Shepherd,Mix,Black,White,Cosmo
443,A826720,2020-12-04 13:04:00,South First Street And West Stassney Lane,Austin,TX,Stray,Normal,Female,2020-11-04 13:04:00,0,1,7,True,Chihuahua Shorthair,Mix,Black,Brown,None
444,A826485,2020-11-30 08:48:00,13321 Crane Rd,Travis,TX,Stray,Normal,Male,2018-11-30 08:48:00,2,0,11,True,Alaskan Husky,Border Collie,Brown,White,Nibblets
445,A825614,2020-11-07 13:50:00,Fm 973 And 130,Travis,TX,Stray,Normal,Female,2020-01-07 13:50:00,0,11,4,False,Pointer,None,Black,White,Gemma
446,A826532,2020-11-30 18:00:00,Shropshire Boulevard And Dessau Road,Austin,TX,Stray,Normal,Male,2019-11-30 18:00:00,1,0,10,False,Pomeranian,None,Buff,None,Julio
447,A826592,2020-12-01 17:28:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-12-01 17:28:00,1,0,9,False,Chihuahua Shorthair,None,White,None,Eddy
448,A826714,2020-12-04 11:31:00,2501 Sanders Lane,Travis,TX,Stray,Normal,Female,2018-12-04 11:31:00,2,0,7,False,Black Mouth Cur,None,Brown,White,Roxy
449,A826715,2020-12-04 11:31:00,2501 Sanders Lane,Travis,TX,Stray,Normal,Female,2018-12-04 11:31:00,2,0,7,False,Black Mouth Cur,None,Brown,White,Nala
450,A825492,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Female,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,Mix,Black,None,Luna
451,A826712,2020-12-04 11:21:00,Tower Road And Samuel Welch Road,Travis,TX,Stray,Normal,Male,2019-12-04 11:21:00,1,0,7,False,Chihuahua Longhair,None,Tan,White,None
452,A826026,2020-11-17 17:25:00,5347 Mission Circle,Austin,TX,Stray,Normal,Female,2020-10-17 17:25:00,0,1,23,True,Labrador Retriever,Mix,Black,None,Gigi
453,A825743,2020-11-10 17:47:00,Palo Blanco And Encinal Cove,Austin,TX,Stray,Normal,Male,2018-11-10 17:47:00,2,1,0,True,Blue Lacy,Mix,Blue,White,Merrimac
454,A804995,2019-09-21 12:39:00,None,Travis,TX,Owner Surrender,Normal,Female,2016-09-21 12:39:00,4,2,20,False,Chihuahua Shorthair,None,Tan,None,Lady
455,A826693,2020-12-03 16:00:00,5711 Blythewood,Austin,TX,Stray,Normal,Male,2018-12-03 16:00:00,2,0,8,False,Labrador Retriever,None,Black,White,Popo
