,animal_id,intake_datetime,found_address,found_city,found_state,intake_type,intake_condition,sex,birthday,age_years,age_months,age_days,mixed_breed,primary_breed,secondary_breed,primary_color,secondary_color,name
301,A675067,2014-03-22 14:24:00,None,Austin,TX,Owner Surrender,Normal,Male,2005-03-22 14:24:00,15,8,9,True,Italian Greyhound,Mix,Gray,None,Ash
302,A787448,2019-04-01 11:30:00,12900 Dessau,Travis,TX,Stray,Normal,Female,2016-04-01 11:30:00,4,8,0,True,Labrador Retriever,Mix,Brown Tiger,White,Watermelon
303,A780860,2018-09-21 11:29:00,West Sixth Street And Guadalupe Street,Austin,TX,Stray,Normal,Female,2018-08-21 11:29:00,2,3,10,True,Chihuahua Shorthair,Mix,Black,None,Skye
304,A818382,2020-06-08 08:35:00,4434 Frontier Trail,Austin,TX,Owner Surrender,Sick,Male,2020-05-08 08:35:00,0,6,23,False,Boxer,None,Brown,Black,Cookie
305,A808587,2020-03-19 12:24:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-03-19 12:24:00,2,8,12,True,Staffordshire,English Bulldog,Blue,White,Rocket
306,A731789,2016-07-27 15:06:00,5630 Wagon Train Rd,Austin,TX,Stray,Normal,Female,2016-06-27 15:06:00,4,5,4,True,Labrador Retriever,Mix,Black,None,None
307,A744010,2017-03-02 09:51:00,None,Austin,TX,Owner Surrender,Normal,Male,2013-03-02 09:51:00,7,8,29,True,Bull Terrier,Mix,Black,White,Axle
308,A812020,2020-01-28 12:59:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Male,2018-01-28 12:59:00,2,10,3,True,Australian Shepherd,Chow Chow,Brown,Black,Delgado
309,A806727,2019-10-14 18:16:00,183 And Payton Gin,Austin,TX,Stray,Normal,Male,2018-10-14 18:16:00,2,1,17,True,Chihuahua Longhair,Mix,Chocolate,White,None
310,A807675,2019-10-28 12:11:00,Fort Branch Boulevard,Austin,TX,Stray,Normal,Female,2018-10-28 12:11:00,2,1,3,True,Black Mouth Cur,Pit Bull,Tan,Black,Fija
311,A799428,2019-07-08 14:57:00,None,Austin,TX,Stray,Normal,Male,2019-05-08 14:57:00,1,6,23,True,Labrador Retriever,Mix,Tan,White,None
312,A748160,2017-04-30 11:04:00,704 Cuernavaca Dr N,Austin,TX,Stray,Normal,Female,2003-04-30 11:04:00,17,7,1,True,Labrador Retriever,Mix,Black,White,Applez
313,A663237,2014-01-05 12:20:00,Cesar Chavez And Martinez,Austin,TX,Stray,Normal,Female,2013-04-05 12:20:00,7,7,26,True,Boston Terrier,Pembroke Welsh Corgi,Black,White,China
314,A733066,2016-08-27 11:44:00,7200 East Riverside,Austin,TX,Stray,Normal,Female,2012-08-27 11:44:00,8,3,4,True,Black Mouth Cur,Mix,Tan,White,Scooby Dee
315,A740708,2016-12-21 14:57:00,3406 Catalina,Austin,TX,Stray,Normal,Male,2016-04-21 14:57:00,4,7,10,True,German Shepherd,Great Pyrenees,Tan,White,None
316,A596218,2018-03-29 16:27:00,East Cesar Chavez Street And Mildred Drive,Austin,TX,Stray,Normal,Female,2006-03-29 16:27:00,14,8,2,False,Chihuahua Shorthair,None,Chocolate,Tan,Coco
317,A740584,2016-12-19 17:10:00,20412 Keilman Ln,Travis,TX,Stray,Normal,Female,2016-06-19 17:10:00,4,5,12,True,Pit Bull,Mix,Brown,None,None
318,A689869,2014-10-10 18:32:00,6700 Elroy Rd,Travis,TX,Stray,Normal,Male,2012-10-10 18:32:00,8,1,21,True,Cairn Terrier,Mix,Buff,White,None
319,A787054,2019-01-24 15:17:00,None,Austin,TX,Owner Surrender,Normal,Male,2015-01-24 15:17:00,5,10,7,True,Labrador Retriever,Mix,Black,White,Rexx
320,A675229,2014-03-25 12:30:00,None,Pflugerville,TX,Owner Surrender,Normal,Female,2013-03-25 12:30:00,7,8,6,True,Cairn Terrier,Mix,Cream,None,Snow
321,A758183,2017-09-12 14:43:00,7901 Metrololis Dr,Austin,TX,Stray,Normal,Male,2016-09-12 14:43:00,4,2,19,True,Labrador Retriever,Mix,Brown,None,Fletcher
322,A732427,2016-08-07 14:10:00,E Riverside Dr & Wickersham Ln,Austin,TX,Stray,Normal,Female,2014-08-07 14:10:00,6,3,24,True,Miniature Schnauzer,Miniature Poodle,Gray,None,Tina
323,A798104,2019-06-21 14:45:00,Outside Jurisdiction,None,None,Stray,Injured,Female,2013-06-21 14:45:00,7,5,10,True,Pointer,Beagle,White,Brown,Lily
324,A711096,2017-03-10 15:11:00,None,Austin,TX,Owner Surrender,Normal,Female,2013-03-10 15:11:00,7,8,21,True,American Staffordshire Terrier,Mix,Blue,White,Schatzi
325,A667174,2013-11-13 18:56:00,Forest Wood/Dittmar,Austin,TX,Stray,Normal,Male,2005-11-13 18:56:00,15,0,18,True,Chihuahua Shorthair,Mix,Tan,White,Rusty
326,A682807,2014-07-03 12:29:00,600 W Carrie Manor St,Travis,TX,Stray,Normal,Male,2014-03-03 12:29:00,6,8,28,True,German Shepherd,Mix,Black,Brown,Kent
327,A810107,2019-12-31 11:12:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Female,2019-10-31 11:12:00,1,1,1,True,Collie Smooth,Mix,Tricolor,None,Daisy
328,A738231,2016-11-11 13:54:00,10100 Wolftrap Dr,Austin,TX,Stray,Normal,Female,2011-11-11 13:54:00,9,0,20,True,Dachshund,Mix,Tricolor,None,Olive
329,A788104,2019-01-26 14:04:00,14200 Ranch Road 620,Austin,TX,Stray,Normal,Male,2009-01-26 14:04:00,11,10,5,True,Beagle,Mix,Tricolor,Brown,Beaux
330,A692109,2014-11-14 15:59:00,None,Austin,TX,Owner Surrender,Normal,Female,2012-11-14 15:59:00,8,0,17,True,German Shepherd,Mix,Tricolor,None,Ada
331,A797883,2019-06-19 07:34:00,Parmer Lane,Austin,TX,Stray,Sick,Female,2018-09-19 07:34:00,2,2,12,False,Standard Schnauzer,None,Gray,White,None
332,A712578,2015-09-25 13:50:00,None,Austin,TX,Owner Surrender,Normal,Female,2014-09-25 13:50:00,6,2,6,True,Papillon,Mix,White,None,Lily
333,A742314,2017-01-22 11:29:00,None,Austin,TX,Owner Surrender,Normal,Male,2016-01-22 11:29:00,4,10,9,True,Labrador Retriever,Beagle,Black,None,Bearry
334,A684798,2014-07-28 18:00:00,Autumn Bay Dr And Montezuma St,Austin,TX,Stray,Normal,Female,2010-07-28 18:00:00,10,4,3,True,Chihuahua Shorthair,Mix,Tricolor,None,Lexi
335,A779715,2019-03-07 15:52:00,None,Austin,TX,Owner Surrender,Normal,Male,2017-03-07 15:52:00,3,8,24,False,Staffordshire,None,Fawn,White,Shorty
336,A685223,2014-08-04 13:00:00,None,Austin,TX,Owner Surrender,Normal,Female,2008-08-04 13:00:00,12,3,27,True,German Shepherd,Mix,Black,Tan,Hana
337,A687473,2014-09-05 10:00:00,16403 Summit,Travis,TX,Stray,Sick,Male,2014-08-05 10:00:00,6,3,26,True,Pit Bull,Mix,Black,None,None
338,A690875,2014-10-27 15:24:00,183/Mlk,Austin,TX,Stray,Normal,Female,2014-04-27 15:24:00,6,7,4,True,Labrador Retriever,Border Collie,Black,White,Domino
339,A758038,2017-09-10 14:05:00,7100 Colony Park Drive,Austin,TX,Stray,Normal,Female,2016-09-10 14:05:00,4,2,21,True,Siberian Husky,Mix,Black,White,None
340,A816347,2020-04-15 09:13:00,2250 Ridgemont Drive,Austin,TX,Public Assist,Normal,Male,2020-02-15 09:13:00,0,9,16,False,Bloodhound,None,Brown,White,Beau
341,A694101,2014-12-20 10:50:00,5118 Heflin Ln,Austin,TX,Stray,Normal,Female,2011-12-20 10:50:00,8,11,11,True,Jack Russell Terrier,Mix,Tricolor,None,Bella
342,A691803,2014-11-09 17:53:00,1156 W Cesar Chavez St,Austin,TX,Stray,Normal,Female,2011-11-09 17:53:00,9,0,22,True,Toy Fox Terrier,Mix,White,Black,Polly
343,A742326,2017-01-19 18:06:00,11906 Whitewing,Austin,TX,Public Assist,Normal,Female,2013-01-19 18:06:00,7,10,12,True,Labrador Retriever,Mix,Black,None,Kayla
344,A711896,2015-09-13 12:59:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-07-13 12:59:00,5,4,18,True,Labrador Retriever,Rhod Ridgeback,Tan,White,Canela
345,A687800,2014-09-10 11:08:00,3300 Killingsworth Ln. #307,Pflugerville,TX,Owner Surrender,Normal,Male,2011-09-10 11:08:00,9,2,21,True,Dachshund,Chihuahua Shorthair,White,Tan,Kaden
346,A664941,2015-04-12 12:49:00,Webberville Road & East 12Th Street,Austin,TX,Public Assist,Normal,Female,2010-04-12 12:49:00,10,7,19,True,Pit Bull,Mix,Red,White,Tequila
347,A812834,2020-01-29 14:47:00,None,Austin,TX,Owner Surrender,Normal,Female,2013-01-29 14:47:00,7,10,2,False,Siberian Husky,None,Black,White,Echo
348,A705377,2015-06-16 14:38:00,8000 Taza Ln,Travis,TX,Public Assist,Normal,Male,2014-06-16 14:38:00,6,5,15,True,Chihuahua Shorthair,Mix,Tan,White,Oso
349,A730870,2018-01-21 14:20:00,East Slaughter And Bluff Springs,Austin,TX,Stray,Normal,Female,2016-01-21 14:20:00,4,10,10,False,Shih Tzu,None,Black,White,Oreo
350,A764949,2018-01-09 16:29:00,West Dittmar And Dempsey Lane,Austin,TX,Stray,Normal,Male,2017-11-09 16:29:00,3,0,22,True,Labrador Retriever,Mix,White,Brown,None
351,A816806,2020-04-28 13:24:00,9604 Bock Road,Mustang Ridge,TX,Stray,Normal,Female,2020-03-28 13:24:00,0,8,3,True,Labrador Retriever,Mix,Brown,White,None
352,A674012,2014-03-05 21:22:00,2815 E 71,Austin,TX,Stray,Normal,Male,2012-03-05 21:22:00,8,8,26,False,Australian Cattle Dog,None,Blue Merle,None,Bill
353,A746979,2017-04-12 10:06:00,7601 Daffan Ln,Austin,TX,Owner Surrender,Normal,Male,2016-04-12 10:06:00,4,7,19,True,Chihuahua Shorthair,Mix,Brown Brindle,None,Teddy
354,A759430,2017-10-20 12:33:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-10-20 12:33:00,5,1,11,True,Labrador Retriever,Mix,Black,White,Whitney
355,A758651,2017-09-19 17:36:00,None,Austin,TX,Stray,Normal,Female,2015-09-19 17:36:00,5,2,12,True,Pit Bull,Mix,Brown,White,Harmony
356,A748338,2017-05-03 14:10:00,15100 Stave Oak Lane,Austin,TX,Public Assist,Normal,Female,2014-05-03 14:10:00,6,6,28,True,Dachshund,Mix,Black,Tan,Mia
357,A726117,2016-05-06 15:24:00,6710 Arroyo Seco,Austin,TX,Stray,Normal,Female,2011-05-06 15:24:00,9,6,25,True,Rottweiler,German Shepherd,Black,Tan,Margaret
358,A786674,2019-02-05 15:45:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Male,2017-02-05 15:45:00,3,9,26,True,Australian Shepherd,Mix,Red,White,Max
359,A752120,2017-06-18 12:59:00,Barton Point Drive,Austin,TX,Stray,Normal,Female,2017-05-21 12:59:00,3,6,10,True,Labrador Retriever,Mix,Black,None,Piggy
360,A674023,2014-03-06 10:54:00,8010 N Ih 35,Austin,TX,Stray,Normal,Female,2013-03-06 10:54:00,7,8,25,True,Chihuahua Shorthair,Mix,Red,White,Emma
361,A757624,2017-09-04 14:45:00,Outside Jurisdiction,None,None,Public Assist,Normal,Female,2015-09-04 14:45:00,5,2,27,False,Pit Bull,None,Black,White,Marigold
362,A720321,2017-07-07 13:16:00,None,Austin,TX,Public Assist,Normal,Female,2014-07-07 13:16:00,6,4,24,True,Pit Bull,Mix,Blue,White,Haydee
363,A826504,2020-11-30 10:21:00,None,Travis,TX,Owner Surrender,Normal,Male,2010-11-30 10:21:00,10,0,1,False,Lhasa Apso,None,Black,None,Button
364,A826209,2020-11-22 08:21:00,4701 South Ih 35,Austin,TX,Stray,Injured,Female,2018-11-22 08:21:00,2,0,9,False,Tibetan Spaniel,None,Tricolor,None,Cindy Lou
365,A826360,2020-11-25 11:34:00,5002 Spruce Lane,Austin,TX,Stray,Normal,Male,2020-05-25 11:34:00,0,6,6,True,Australian Cattle Dog,Mix,Blue Tick,Tricolor,None
366,A826452,2020-11-28 16:17:00,1804 Smith Road,Austin,TX,Stray,Normal,Male,2019-11-28 16:17:00,1,0,3,False,German Shepherd,None,Brown,None,None
367,A826437,2020-11-28 11:28:00,Fm 812,Travis,TX,Stray,Normal,Male,2020-01-28 11:28:00,0,10,3,False,German Shepherd,None,Tricolor,None,None
368,A826472,2020-11-29 15:32:00,8500 East Highway 290,Austin,TX,Stray,Normal,Female,2018-11-29 15:32:00,2,0,2,False,Pit Bull,None,Black,None,None
369,A826447,2020-11-28 15:49:00,7912 Running Water Drive,Austin,TX,Public Assist,Normal,Male,2018-11-28 15:49:00,2,0,3,True,German Shepherd,Siberian Husky,Black,Tricolor,Quinn
370,A826476,2020-11-28 06:30:00,Outside Jurisdiction,None,None,Stray,Normal,Male,Unknown,Unknown,Unknown,Unknown,False,Belgian Malinois,None,Unknown,None,Michael
371,A826474,2020-11-29 16:36:00,4719 Harmon Avenue,Austin,TX,Stray,Sick,Male,2020-10-29 16:36:00,0,1,2,True,American Pit Bull Terrier,Mix,Black,White,None
372,A826440,2020-11-28 12:04:00,1200 Bonnie Brae Street,Austin,TX,Stray,Normal,Female,2020-06-28 12:04:00,0,5,3,False,Chihuahua Shorthair,None,Tan,None,None
373,A826339,2020-11-24 17:25:00,West Live Oak Street,Austin,TX,Stray,Normal,Male,2018-11-24 17:25:00,2,0,7,False,Pit Bull,None,Fawn,White,Diddy Kong
374,A811263,2020-11-29 15:07:00,Ih 35 And Howard Lane,Austin,TX,Stray,Normal,Male,2019-11-29 15:07:00,1,0,2,False,Pit Bull,None,White,Black,Scout
375,A826395,2020-11-26 09:51:00,320 North Ih 35 Service Road South,Austin,TX,Public Assist,Injured,Male,2017-11-26 09:51:00,3,0,5,True,Pit Bull,Mix,Tan,None,Max
376,A826396,2020-11-26 09:23:00,West Parmer Lane And Metric Boulevard,Austin,TX,Stray,Normal,Male,2019-11-26 09:23:00,1,0,5,False,German Shepherd,None,Black,None,Ruger
377,A826358,2020-11-25 11:18:00,1100 Garland Avenue,Austin,TX,Stray,Normal,Male,2018-11-25 11:18:00,2,0,6,False,Shih Tzu,None,Chocolate,White,None
378,A822885,2020-11-27 10:31:00,North Lamar And Highway 183 Service Road,Austin,TX,Stray,Normal,Male,2014-11-27 10:31:00,6,0,4,False,Pit Bull,None,Blue Tiger,None,Scrappy
379,A826404,2020-11-26 17:13:00,6603 North Ih 35,Austin,TX,Owner Surrender,Normal,Female,2019-11-26 17:13:00,1,0,5,False,Pointer,None,White,Black,Cookie
380,A826399,2020-11-26 11:26:00,3603 Southridge Drive,Austin,TX,Public Assist,Normal,Male,2020-08-26 11:26:00,0,3,5,True,Labrador Retriever,Mix,Black,White,None
381,A826386,2020-11-25 15:48:00,North Lamar And West Rundberg Lane,Austin,TX,Stray,Normal,Male,2018-11-25 15:48:00,2,0,6,True,Australian Shepherd,Mix,Brown,White,None
382,A826403,2020-11-26 17:13:00,6603 North Ih 35,Austin,TX,Owner Surrender,Normal,Male,2019-11-26 17:13:00,1,0,5,False,Pointer,None,White,Brown,Baby
383,A826478,2020-11-23 06:30:00,Kirkwood / Bissonet,,TX,Stray,Normal,NULL,Unknown,Unknown,Unknown,Unknown,False,American Pit Bull Terrier,None,Unknown,None,Yhako  - Dor
384,A826475,2020-11-29 17:42:00,Mankato Drive,Austin,TX,Owner Surrender,Normal,Male,2020-10-29 17:42:00,0,1,2,False,Great Pyrenees,None,Black,White,None
385,A826227,2020-11-22 16:21:00,Burleson Road And Supply Court,Austin,TX,Stray,Normal,Male,2020-10-22 16:21:00,0,1,9,False,Australian Shepherd,None,White,Brown,Patches
386,A825779,2020-11-12 12:58:00,6405 Del Monte,Austin,TX,Stray,Normal,Female,2010-11-12 12:58:00,10,0,19,False,Labrador Retriever,None,Black,None,Baby Girl
387,A826195,2020-11-21 12:42:00,308 John Nance Garner Circle,Austin,TX,Stray,Normal,Male,2010-11-21 12:42:00,10,0,10,False,Beagle,None,Brown,None,Waylon
388,A826259,2020-11-23 12:13:00,183 And Montopolis,Austin,TX,Stray,Normal,Male,2018-11-23 12:13:00,2,0,8,False,German Shepherd,None,Brown,Black,Agent 47
389,A825081,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,5,True,Siberian Husky,Mix,Black,Tan,Brussels Sprout
390,A826461,2020-11-29 11:39:00,5812 Arbor Pavillion,Austin,TX,Stray,Injured,Female,2010-11-29 11:39:00,10,0,2,True,Maltese,Mix,White,None,None
391,A826459,2020-11-29 11:22:00,9603 Chukar Circle,Austin,TX,Stray,Normal,Male,2019-11-29 11:22:00,1,0,2,False,Alaskan Husky,None,Brown,White,None
392,A826450,2020-11-28 15:21:00,8708 Linden Road,Travis,TX,Stray,Injured,Male,2018-11-28 15:21:00,2,0,3,False,Labrador Retriever,None,Chocolate,None,None
393,A825066,2020-11-15 16:07:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-08-15 16:07:00,0,3,16,True,Pointer,Mix,Black,White,Cookie
394,A825066,2020-10-27 13:22:00,5800 Techni Center Dr,Austin,TX,Public Assist,Injured,Female,2020-07-27 13:22:00,0,4,4,True,Pointer,Mix,Black,White,Cookie
395,A826327,2020-11-28 14:34:00,None,Travis,TX,Public Assist,Normal,Female,2015-11-28 14:34:00,5,0,3,False,Labrador Retriever,None,Tan,None,Chikis
396,A826154,2020-11-20 11:12:00,4604 South 1St,Austin,TX,Stray,Normal,Male,2020-10-23 11:12:00,0,1,8,True,Pit Bull,Mix,Chocolate,White,None
397,A826250,2020-11-23 11:25:00,208 North Pace Bend,Travis,TX,Stray,Injured,Male,2018-11-23 11:25:00,2,0,8,False,German Shepherd,None,White,Brown,Strider
398,A810805,2019-12-20 18:35:00,10001 Burleson Road,Austin,TX,Stray,Normal,Male,2017-12-20 18:35:00,2,11,11,True,Beagle,Mix,Tan,None,Buddy
399,A826152,2020-11-20 11:12:00,4604 South 1St,Austin,TX,Stray,Normal,Male,2018-11-20 11:12:00,2,0,11,True,Labrador Retriever,Border Collie,Black,White,Wally
400,A826276,2020-11-23 14:49:00,7203 Brodie Lane,Austin,TX,Stray,Normal,Male,2014-11-23 14:49:00,6,0,8,True,Boxer,Mix,White,Brown,Sport
401,A826322,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Male,2018-11-24 14:40:00,2,0,7,False,German Shepherd,None,Brown,Black,Hopper
402,A826354,2020-11-25 13:31:00,6209 Thurgood Avenue,Austin,TX,Owner Surrender,Behavior,Male,2020-04-25 13:31:00,0,7,6,True,Treeing Walker Coonhound,Mix,Tricolor,None,Kiko
403,A826428,2020-11-28 10:53:00,Intertate 35 And Crown Colony Drive,Austin,TX,Stray,Normal,Male,2018-11-28 10:53:00,2,0,3,False,Pit Bull,None,Gray,White,None
404,A826422,2020-11-28 07:39:00,None,Austin,TX,Stray,Normal,Male,2010-11-28 07:39:00,10,0,3,False,Labrador Retriever,None,Black,None,None
405,A826367,2020-11-25 12:59:00,12301 Yarmont Way,Austin,TX,Stray,Normal,Male,2018-11-25 12:59:00,2,0,6,False,American Bulldog,None,White,Tan,None
406,A825658,2020-11-23 11:53:00,2705 Northeast Drive,Austin,TX,Owner Surrender,Normal,Male,2019-11-23 11:53:00,1,0,8,True,Chihuahua Shorthair,Mix,Black,White,Squeaky
407,A826411,2020-11-27 12:14:00,6105 Pino Lane,Austin,TX,Stray,Sick,Female,2018-11-27 12:14:00,2,0,4,True,Great Pyrenees,Mix,White,None,None
408,A824438,2020-10-14 14:24:00,14946 Swiss Drive,Travis,TX,Stray,Sick,Female,2012-10-14 14:24:00,8,1,17,False,German Shepherd,None,Tan,Black,Rose
409,A826166,2020-11-20 14:48:00,1433 Bradbury Lane,Austin,TX,Stray,Normal,Female,2018-11-20 14:48:00,2,0,11,False,German Shepherd,None,Black,Brown,Ophelia
410,A826402,2020-11-26 14:56:00,4507 Aristocrat Drive,Austin,TX,Stray,Injured,Male,2018-11-26 14:56:00,2,0,5,True,Chihuahua Shorthair,Mix,Tricolor,None,None
411,A826391,2020-11-25 17:15:00,Red Trails Drive And Hunters Bend,Austin,TX,Stray,Normal,Male,2019-11-25 17:15:00,1,0,6,True,Miniature Schnauzer,Mix,Black,None,None
412,A826389,2020-11-25 17:15:00,Red Trails Drive And Hunters Bend,Austin,TX,Stray,Normal,Female,2019-11-25 17:15:00,1,0,6,True,Miniature Schnauzer,Mix,Black,None,None
413,A825969,2020-11-16 18:26:00,1157 Salina Street,Austin,TX,Stray,Normal,Female,2015-11-16 18:26:00,5,0,15,True,Boxer,Mix,Brown,White,Janie
414,A826359,2020-11-25 13:25:00,5609 Samuel Huston Avenue,Austin,TX,Abandoned,Normal,Male,2018-11-25 13:25:00,2,0,6,False,Shih Tzu,None,Black,White,None
415,A826388,2020-11-25 16:08:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-11-25 16:08:00,2,0,6,False,Pit Bull,None,Fawn,White,Dart
416,A826384,2020-11-25 15:38:00,13805 Briarcreek Loop,Travis,TX,Stray,Normal,Female,2017-11-25 15:38:00,3,0,6,False,Labrador Retriever,None,Chocolate,None,None
417,A826337,2020-11-24 17:07:00,Nogales,Austin,TX,Stray,Normal,Female,2018-11-24 17:07:00,2,0,7,False,German Shepherd,None,Tan,Black,Nova
418,A826332,2020-11-24 15:32:00,Loyola,Austin,TX,Stray,Nursing,Male,2020-10-24 15:32:00,0,1,7,True,Dachshund,Mix,White,Brown,None
419,A826328,2020-11-24 15:32:00,Loyola,Austin,TX,Stray,Nursing,Female,2020-10-24 15:32:00,0,1,7,True,Dachshund,Mix,Brown,White,None
420,A826324,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Female,2018-11-24 14:40:00,2,0,7,False,Australian Cattle Dog,None,White,Brown,None
421,A826326,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Female,2020-01-24 14:40:00,0,10,7,False,Border Collie,None,White,Brown,None
422,A826321,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Male,2019-11-24 14:40:00,1,0,7,False,German Shepherd,None,Brown,Black,None
423,A825796,2020-11-12 15:28:00,7603 Oak Hedge Place,Austin,TX,Stray,Normal,Male,2018-11-12 15:28:00,2,0,19,True,Black Mouth Cur,Mix,Red,None,Axel
424,A655155,2020-11-24 13:22:00,None,Austin,TX,Stray,Injured,Male,2010-11-24 13:22:00,10,0,7,True,Chihuahua Shorthair,Mix,Tan,White,Kiwi
425,A815423,2020-03-15 15:01:00,None,Austin,TX,Owner Surrender,Normal,Male,2020-02-15 15:01:00,0,9,16,False,Chihuahua Shorthair,None,Tricolor,None,Buster
426,A815424,2020-03-15 15:01:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-02-15 15:01:00,0,9,16,False,Chihuahua Shorthair,None,Tricolor,None,Sky
427,A821201,2020-11-24 13:19:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-11-24 13:19:00,1,0,7,True,Smooth Fox Terrier,Mix,White,Blue Merle,Prince
428,A826315,2020-11-24 11:58:00,8220 Research,Austin,TX,Stray,Normal,Female,2015-11-24 11:58:00,5,0,7,True,Plott Hound,Mix,Brown Brindle,White,Harper
429,A824008,2020-11-24 12:43:00,None,Travis,TX,Owner Surrender,Normal,Male,2017-11-24 12:43:00,3,0,7,True,Border Collie,Mix,Red,White,Max
430,A826168,2020-11-20 16:27:00,6301 West Slaughter Lane,Austin,TX,Abandoned,Normal,Female,2019-11-20 16:27:00,1,0,11,False,Siberian Husky,None,Brown,White,Yuna
431,A826307,2020-11-24 09:54:00,None,Austin,TX,Owner Surrender,Normal,Female,2019-11-24 09:54:00,1,0,7,True,Beagle,Mix,Brown,White,Firefly
432,A825895,2020-11-15 08:31:00,Old Lockhart And Elm Grove,Travis,TX,Stray,Injured,Male,2020-01-15 08:31:00,0,10,16,False,Great Pyrenees,None,White,None,Marty
433,A825988,2020-11-17 12:22:00,Martin Luther King Jr And 183,Austin,TX,Stray,Sick,Female,2020-05-17 12:22:00,0,6,14,False,Great Pyrenees,None,White,None,Ruby
434,A825915,2020-11-15 15:46:00,124 West Anderson Lane,Austin,TX,Stray,Normal,Male,2018-11-15 15:46:00,2,0,16,False,Pit Bull,None,Brown,Gray,Waluigi
435,A826303,2020-11-24 07:45:00,Lamar And Bluestein,Austin,TX,Stray,Injured,Male,2018-11-24 07:45:00,2,0,7,True,Chihuahua Shorthair,Dachshund,Brown,None,None
436,A822139,2020-11-23 14:29:00,7010 West Highway 71,Austin,TX,Stray,Normal,Female,2019-11-23 14:29:00,1,0,8,False,Catahoula,None,White,Brown,Hilo
437,A822138,2020-11-23 14:29:00,7010 West Highway 71,Austin,TX,Stray,Normal,Male,2020-01-23 14:29:00,0,10,8,False,Pit Bull,None,White,None,Friday
438,A826263,2020-11-23 12:58:00,6000 Shepherd Mountain Cove,Austin,TX,Public Assist,Normal,Male,2018-11-23 12:58:00,2,0,8,False,Rottweiler,None,Black,Brown,Diesel
439,A637288,2020-09-17 20:16:00,8800 W Hwy 290,Austin,TX,Public Assist,Normal,Female,2008-09-17 20:16:00,12,2,14,False,Pit Bull,None,Blue,White,None
440,A826291,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Female,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Brown Brindle,White,None
441,A826288,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Black,None,None
442,A826292,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Brown,Black,None
443,A826289,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Brown,White,None
444,A826286,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Tricolor,White,None
445,A825977,2020-11-17 09:37:00,16500 Trevin Cove,Travis,TX,Stray,Normal,Male,2019-11-17 09:37:00,1,0,14,True,Labrador Retriever,Chihuahua Shorthair,Black,White,Cerberus
446,A826293,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Brown,White,None
447,A826298,2020-11-23 17:52:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-11-23 17:52:00,3,0,8,False,Labrador Retriever,None,Brown,Black,Harley
448,A826287,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Black,None,None
449,A826290,2020-11-23 16:33:00,7300 Daffan Lane,Austin,TX,Stray,Nursing,Male,2020-11-02 16:33:00,0,0,29,False,Labrador Retriever,None,Brown Brindle,White,None
450,A826014,2020-11-17 16:01:00,4501 Depew Ave,Austin,TX,Stray,Normal,Male,2018-11-17 16:01:00,2,0,14,True,Pit Bull,Labrador Retriever,Black,None,Bartleby
451,A825297,2020-11-01 10:14:00,10564 Becker Lane,Travis,TX,Stray,Sick,Female,2020-09-01 10:14:00,0,3,0,True,Australian Shepherd,Border Collie,White,Black,Taro
452,A825080,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,5,True,Siberian Husky,Mix,Black,Tan,Gravy
